,uid,projection,filename
2844,1911,Frontal,1911_IM-0593-1001.dcm.png
2845,1911,Lateral,1911_IM-0593-1002.dcm.png
2846,1911,Volume,1911_ct_synthetic.h5
2847,1912,Frontal,1912_IM-0594-1001.dcm.png
2848,1912,Lateral,1912_IM-0594-2001.dcm.png
2849,1912,Volume,1912_ct_synthetic.h5
2850,1915,Frontal,1915_IM-0595-1001.dcm.png
2851,1915,Lateral,1915_IM-0595-1002.dcm.png
2852,1915,Volume,1915_ct_synthetic.h5
2853,1918,Frontal,1918_IM-0597-2001.dcm.png
2854,1918,Lateral,1918_IM-0597-3001.dcm.png
2855,1918,Volume,1918_ct_synthetic.h5
2856,1919,Frontal,1919_IM-0598-1001.dcm.png
2857,1919,Lateral,1919_IM-0598-2001.dcm.png
2858,1919,Volume,1919_ct_synthetic.h5
2859,1920,Frontal,1920_IM-0598-1001.dcm.png
2860,1920,Lateral,1920_IM-0598-2001.dcm.png
2861,1920,Volume,1920_ct_synthetic.h5
2862,1921,Frontal,1921_IM-0598-1001.dcm.png
2863,1921,Lateral,1921_IM-0598-2001.dcm.png
2864,1921,Volume,1921_ct_synthetic.h5
2865,1922,Frontal,1922_IM-0598-1001.dcm.png
2866,1922,Lateral,1922_IM-0598-1002.dcm.png
2867,1922,Volume,1922_ct_synthetic.h5
2868,1928,Frontal,1928_IM-0600-1001.dcm.png
2869,1928,Lateral,1928_IM-0600-2001.dcm.png
2870,1928,Volume,1928_ct_synthetic.h5
2871,1929,Frontal,1929_IM-0600-1001.dcm.png
2872,1929,Lateral,1929_IM-0600-2001.dcm.png
2873,1929,Volume,1929_ct_synthetic.h5
2874,1931,Frontal,1931_IM-0602-1001.dcm.png
2875,1931,Lateral,1931_IM-0602-2001.dcm.png
2876,1931,Volume,1931_ct_synthetic.h5
2877,1932,Frontal,1932_IM-0603-2001.dcm.png
2878,1932,Lateral,1932_IM-0603-3001.dcm.png
2879,1932,Volume,1932_ct_synthetic.h5
2880,1937,Frontal,1937_IM-0607-1001.dcm.png
2881,1937,Lateral,1937_IM-0607-2001.dcm.png
2882,1937,Volume,1937_ct_synthetic.h5
2883,1938,Frontal,1938_IM-0608-1001.dcm.png
2884,1938,Lateral,1938_IM-0608-2001.dcm.png
2885,1938,Volume,1938_ct_synthetic.h5
2886,1940,Frontal,1940_IM-0610-2002.dcm.png
2887,1940,Lateral,1940_IM-0610-3003.dcm.png
2888,1940,Volume,1940_ct_synthetic.h5
2889,1947,Frontal,1947_IM-0616-1001.dcm.png
2890,1947,Lateral,1947_IM-0616-2001.dcm.png
2891,1947,Volume,1947_ct_synthetic.h5
2892,1948,Frontal,1948_IM-0616-1001.dcm.png
2893,1948,Lateral,1948_IM-0616-3001.dcm.png
2894,1948,Volume,1948_ct_synthetic.h5
2895,1949,Frontal,1949_IM-0617-0001.dcm.png
2896,1949,Lateral,1949_IM-0617-2001.dcm.png
2897,1949,Volume,1949_ct_synthetic.h5
2898,1950,Frontal,1950_IM-0618-1001.dcm.png
2899,1950,Lateral,1950_IM-0618-1002.dcm.png
2900,1950,Volume,1950_ct_synthetic.h5
2901,1951,Frontal,1951_IM-0619-1001.dcm.png
2902,1951,Lateral,1951_IM-0619-2001.dcm.png
2903,1951,Volume,1951_ct_synthetic.h5
2904,1953,Frontal,1953_IM-0621-1001.dcm.png
2905,1953,Lateral,1953_IM-0621-2001.dcm.png
2906,1953,Volume,1953_ct_synthetic.h5
2907,1954,Frontal,1954_IM-0622-1001.dcm.png
2908,1954,Lateral,1954_IM-0622-2001.dcm.png
2909,1954,Volume,1954_ct_synthetic.h5
2910,1956,Frontal,1956_IM-0623-1001.dcm.png
2911,1956,Lateral,1956_IM-0623-2001.dcm.png
2912,1956,Volume,1956_ct_synthetic.h5
2913,1957,Frontal,1957_IM-0624-4004.dcm.png
2914,1957,Lateral,1957_IM-0624-0001.dcm.png
2915,1957,Volume,1957_ct_synthetic.h5
2916,1958,Frontal,1958_IM-0625-1001.dcm.png
2917,1958,Lateral,1958_IM-0625-3003.dcm.png
2918,1958,Volume,1958_ct_synthetic.h5
2919,1960,Frontal,1960_IM-0627-1002001.dcm.png
2920,1960,Lateral,1960_IM-0627-1003002.dcm.png
2921,1960,Volume,1960_ct_synthetic.h5
2922,1961,Frontal,1961_IM-0628-3001.dcm.png
2923,1961,Lateral,1961_IM-0628-2001.dcm.png
2924,1961,Volume,1961_ct_synthetic.h5
2925,1963,Frontal,1963_IM-0629-1001.dcm.png
2926,1963,Lateral,1963_IM-0629-2001.dcm.png
2927,1963,Volume,1963_ct_synthetic.h5
2928,1964,Frontal,1964_IM-0629-1001.dcm.png
2929,1964,Lateral,1964_IM-0629-2001.dcm.png
2930,1964,Volume,1964_ct_synthetic.h5
2931,1965,Frontal,1965_IM-0629-1001.dcm.png
2932,1965,Lateral,1965_IM-0629-2001.dcm.png
2933,1965,Volume,1965_ct_synthetic.h5
2934,1966,Frontal,1966_IM-0629-1001.dcm.png
2935,1966,Lateral,1966_IM-0629-1002.dcm.png
2936,1966,Volume,1966_ct_synthetic.h5
2937,1967,Frontal,1967_IM-0629-1001.dcm.png
2938,1967,Lateral,1967_IM-0629-3001.dcm.png
2939,1967,Volume,1967_ct_synthetic.h5
2940,1971,Frontal,1971_IM-0633-1001.dcm.png
2941,1971,Lateral,1971_IM-0633-2001.dcm.png
2942,1971,Volume,1971_ct_synthetic.h5
2943,1974,Frontal,1974_IM-0633-1001.dcm.png
2944,1974,Lateral,1974_IM-0633-2001.dcm.png
2945,1974,Volume,1974_ct_synthetic.h5
2946,1975,Frontal,1975_IM-0634-1001.dcm.png
2947,1975,Lateral,1975_IM-0634-2001.dcm.png
2948,1975,Volume,1975_ct_synthetic.h5
2949,1977,Frontal,1977_IM-0636-1001.dcm.png
2950,1977,Lateral,1977_IM-0636-2001.dcm.png
2951,1977,Volume,1977_ct_synthetic.h5
2952,1979,Frontal,1979_IM-0637-1001.dcm.png
2953,1979,Lateral,1979_IM-0637-2001.dcm.png
2954,1979,Volume,1979_ct_synthetic.h5
2955,1980,Frontal,1980_IM-0637-1001.dcm.png
2956,1980,Lateral,1980_IM-0637-2001.dcm.png
2957,1980,Volume,1980_ct_synthetic.h5
2958,1982,Frontal,1982_IM-0639-1001.dcm.png
2959,1982,Lateral,1982_IM-0639-2001.dcm.png
2960,1982,Volume,1982_ct_synthetic.h5
2961,1983,Frontal,1983_IM-0640-2002.dcm.png
2962,1983,Lateral,1983_IM-0640-3003.dcm.png
2963,1983,Volume,1983_ct_synthetic.h5
2964,1985,Frontal,1985_IM-0642-1001.dcm.png
2965,1985,Lateral,1985_IM-0642-2001.dcm.png
2966,1985,Volume,1985_ct_synthetic.h5
2967,1987,Frontal,1987_IM-0644-1001.dcm.png
2968,1987,Lateral,1987_IM-0644-2001.dcm.png
2969,1987,Volume,1987_ct_synthetic.h5
2970,1988,Frontal,1988_IM-0645-1001.dcm.png
2971,1988,Lateral,1988_IM-0645-3003.dcm.png
2972,1988,Volume,1988_ct_synthetic.h5
2973,1990,Frontal,1990_IM-0648-1001.dcm.png
2974,1990,Lateral,1990_IM-0648-2001.dcm.png
2975,1990,Volume,1990_ct_synthetic.h5
2976,1991,Frontal,1991_IM-0648-1001.dcm.png
2977,1991,Lateral,1991_IM-0648-2001.dcm.png
2978,1991,Volume,1991_ct_synthetic.h5
2979,1992,Frontal,1992_IM-0649-4004.dcm.png
2980,1992,Lateral,1992_IM-0649-1001.dcm.png
2981,1992,Volume,1992_ct_synthetic.h5
2982,1993,Frontal,1993_IM-0650-1001.dcm.png
2983,1993,Lateral,1993_IM-0650-2001.dcm.png
2984,1993,Volume,1993_ct_synthetic.h5
2985,1994,Frontal,1994_IM-0651-1001.dcm.png
2986,1994,Lateral,1994_IM-0651-2001.dcm.png
2987,1994,Volume,1994_ct_synthetic.h5
2988,1995,Frontal,1995_IM-0651-1001.dcm.png
2989,1995,Lateral,1995_IM-0651-2001.dcm.png
2990,1995,Volume,1995_ct_synthetic.h5
2991,1997,Frontal,1997_IM-0651-1001.dcm.png
2992,1997,Lateral,1997_IM-0651-2001.dcm.png
2993,1997,Volume,1997_ct_synthetic.h5
2994,1999,Frontal,1999_IM-0651-1001.dcm.png
2995,1999,Lateral,1999_IM-0651-2001.dcm.png
2996,1999,Volume,1999_ct_synthetic.h5
2997,2000,Frontal,2000_IM-0654-1001.dcm.png
2998,2000,Lateral,2000_IM-0654-2001.dcm.png
2999,2000,Volume,2000_ct_synthetic.h5
3000,2001,Frontal,2001_IM-0654-8001.dcm.png
3001,2001,Lateral,2001_IM-0654-2001.dcm.png
3002,2001,Volume,2001_ct_synthetic.h5
3003,2005,Frontal,2005_IM-0656-1001.dcm.png
3004,2005,Lateral,2005_IM-0656-1002.dcm.png
3005,2005,Volume,2005_ct_synthetic.h5
3006,2008,Frontal,2008_IM-0658-1001.dcm.png
3007,2008,Lateral,2008_IM-0658-2001.dcm.png
3008,2008,Volume,2008_ct_synthetic.h5
3009,2010,Frontal,2010_IM-0661-1001.dcm.png
3010,2010,Lateral,2010_IM-0661-1002.dcm.png
3011,2010,Volume,2010_ct_synthetic.h5
3012,2012,Frontal,2012_IM-0662-3001.dcm.png
3013,2012,Lateral,2012_IM-0662-4001.dcm.png
3014,2012,Volume,2012_ct_synthetic.h5
3015,2013,Frontal,2013_IM-0663-1001.dcm.png
3016,2013,Lateral,2013_IM-0663-1002.dcm.png
3017,2013,Volume,2013_ct_synthetic.h5
3018,2015,Frontal,2015_IM-0664-2001.dcm.png
3019,2015,Lateral,2015_IM-0664-1001.dcm.png
3020,2015,Volume,2015_ct_synthetic.h5
3021,2016,Frontal,2016_IM-0665-1001.dcm.png
3022,2016,Lateral,2016_IM-0665-2001.dcm.png
3023,2016,Volume,2016_ct_synthetic.h5
3024,2017,Frontal,2017_IM-0665-1001.dcm.png
3025,2017,Lateral,2017_IM-0665-2001.dcm.png
3026,2017,Volume,2017_ct_synthetic.h5
3027,2018,Frontal,2018_IM-0665-1001.dcm.png
3028,2018,Lateral,2018_IM-0665-2001.dcm.png
3029,2018,Volume,2018_ct_synthetic.h5
3030,2019,Frontal,2019_IM-0666-1001.dcm.png
3031,2019,Lateral,2019_IM-0666-2001.dcm.png
3032,2019,Volume,2019_ct_synthetic.h5
3033,2020,Frontal,2020_IM-0668-1001.dcm.png
3034,2020,Lateral,2020_IM-0668-2001.dcm.png
3035,2020,Volume,2020_ct_synthetic.h5
3036,2023,Frontal,2023_IM-0669-1001.dcm.png
3037,2023,Lateral,2023_IM-0669-2001.dcm.png
3038,2023,Volume,2023_ct_synthetic.h5
3039,2024,Frontal,2024_IM-0670-1001.dcm.png
3040,2024,Lateral,2024_IM-0670-2001.dcm.png
3041,2024,Volume,2024_ct_synthetic.h5
3042,2026,Frontal,2026_IM-0671-1001.dcm.png
3043,2026,Lateral,2026_IM-0671-2001.dcm.png
3044,2026,Volume,2026_ct_synthetic.h5
3045,2027,Frontal,2027_IM-0672-0001-0002.dcm.png
3046,2027,Lateral,2027_IM-0672-0001-0001.dcm.png
3047,2027,Volume,2027_ct_synthetic.h5
3048,2028,Frontal,2028_IM-0673-1001.dcm.png
3049,2028,Lateral,2028_IM-0673-1002.dcm.png
3050,2028,Volume,2028_ct_synthetic.h5
3051,2029,Frontal,2029_IM-0674-1001.dcm.png
3052,2029,Lateral,2029_IM-0674-2001.dcm.png
3053,2029,Volume,2029_ct_synthetic.h5
3054,2030,Frontal,2030_IM-0675-1001.dcm.png
3055,2030,Lateral,2030_IM-0675-2001.dcm.png
3056,2030,Volume,2030_ct_synthetic.h5
3057,2031,Frontal,2031_IM-0676-2002.dcm.png
3058,2031,Lateral,2031_IM-0676-3003.dcm.png
3059,2031,Volume,2031_ct_synthetic.h5
3060,2032,Frontal,2032_IM-0677-1001.dcm.png
3061,2032,Lateral,2032_IM-0677-2002.dcm.png
3062,2032,Volume,2032_ct_synthetic.h5
3063,2034,Frontal,2034_IM-0679-2001.dcm.png
3064,2034,Lateral,2034_IM-0679-1001.dcm.png
3065,2034,Volume,2034_ct_synthetic.h5
3066,2036,Frontal,2036_IM-0680-4001.dcm.png
3067,2036,Lateral,2036_IM-0680-1001.dcm.png
3068,2036,Volume,2036_ct_synthetic.h5
3069,2038,Frontal,2038_IM-0682-1001.dcm.png
3070,2038,Lateral,2038_IM-0682-2001.dcm.png
3071,2038,Volume,2038_ct_synthetic.h5
3072,2041,Frontal,2041_IM-0685-1001.dcm.png
3073,2041,Lateral,2041_IM-0685-2001.dcm.png
3074,2041,Volume,2041_ct_synthetic.h5
3075,2042,Frontal,2042_IM-0686-1001.dcm.png
3076,2042,Lateral,2042_IM-0686-1002.dcm.png
3077,2042,Volume,2042_ct_synthetic.h5
3078,2043,Frontal,2043_IM-0686-2001.dcm.png
3079,2043,Lateral,2043_IM-0686-1001.dcm.png
3080,2043,Volume,2043_ct_synthetic.h5
3081,2046,Frontal,2046_IM-0688-1001.dcm.png
3082,2046,Lateral,2046_IM-0688-2002.dcm.png
3083,2046,Volume,2046_ct_synthetic.h5
3084,2049,Frontal,2049_IM-0688-2001.dcm.png
3085,2049,Lateral,2049_IM-0688-1001.dcm.png
3086,2049,Volume,2049_ct_synthetic.h5
3087,2050,Frontal,2050_IM-0690-1001.dcm.png
3088,2050,Lateral,2050_IM-0690-2001.dcm.png
3089,2050,Volume,2050_ct_synthetic.h5
3090,2053,Frontal,2053_IM-0691-1001.dcm.png
3091,2053,Lateral,2053_IM-0691-2001.dcm.png
3092,2053,Volume,2053_ct_synthetic.h5
3093,2055,Frontal,2055_IM-0693-1001.dcm.png
3094,2055,Lateral,2055_IM-0693-2001.dcm.png
3095,2055,Volume,2055_ct_synthetic.h5
3096,2056,Frontal,2056_IM-0694-1001-0002.dcm.png
3097,2056,Lateral,2056_IM-0694-1001-0001.dcm.png
3098,2056,Volume,2056_ct_synthetic.h5
3099,2059,Frontal,2059_IM-0696-1001.dcm.png
3100,2059,Lateral,2059_IM-0696-2001.dcm.png
3101,2059,Volume,2059_ct_synthetic.h5
3102,2061,Frontal,2061_IM-0698-1001.dcm.png
3103,2061,Lateral,2061_IM-0698-2001.dcm.png
3104,2061,Volume,2061_ct_synthetic.h5
3105,2062,Frontal,2062_IM-0699-0001-0001.dcm.png
3106,2062,Lateral,2062_IM-0699-0001-0002.dcm.png
3107,2062,Volume,2062_ct_synthetic.h5
3108,2066,Frontal,2066_IM-0701-1001.dcm.png
3109,2066,Lateral,2066_IM-0701-2001.dcm.png
3110,2066,Volume,2066_ct_synthetic.h5
3111,2067,Frontal,2067_IM-0701-1001.dcm.png
3112,2067,Lateral,2067_IM-0701-1002.dcm.png
3113,2067,Volume,2067_ct_synthetic.h5
3114,2068,Frontal,2068_IM-0701-1001.dcm.png
3115,2068,Lateral,2068_IM-0701-2001.dcm.png
3116,2068,Volume,2068_ct_synthetic.h5
3117,2069,Frontal,2069_IM-0702-1001.dcm.png
3118,2069,Lateral,2069_IM-0702-2001.dcm.png
3119,2069,Volume,2069_ct_synthetic.h5
3120,2072,Frontal,2072_IM-0706-1001.dcm.png
3121,2072,Lateral,2072_IM-0706-2001.dcm.png
3122,2072,Volume,2072_ct_synthetic.h5
3123,2074,Frontal,2074_IM-0708-1001.dcm.png
3124,2074,Lateral,2074_IM-0708-2001.dcm.png
3125,2074,Volume,2074_ct_synthetic.h5
3126,2075,Frontal,2075_IM-0708-1001.dcm.png
3127,2075,Lateral,2075_IM-0708-2001.dcm.png
3128,2075,Volume,2075_ct_synthetic.h5
3129,2077,Frontal,2077_IM-0710-1001.dcm.png
3130,2077,Lateral,2077_IM-0710-2001.dcm.png
3131,2077,Volume,2077_ct_synthetic.h5
3132,2078,Frontal,2078_IM-0710-1001.dcm.png
3133,2078,Lateral,2078_IM-0710-2001.dcm.png
3134,2078,Volume,2078_ct_synthetic.h5
3135,2081,Frontal,2081_IM-0713-1001.dcm.png
3136,2081,Lateral,2081_IM-0713-2001.dcm.png
3137,2081,Volume,2081_ct_synthetic.h5
3138,2082,Frontal,2082_IM-0714-4004.dcm.png
3139,2082,Lateral,2082_IM-0714-1001.dcm.png
3140,2082,Volume,2082_ct_synthetic.h5
3141,2083,Frontal,2083_IM-0715-1001.dcm.png
3142,2083,Lateral,2083_IM-0715-2001.dcm.png
3143,2083,Volume,2083_ct_synthetic.h5
3144,2086,Frontal,2086_IM-0717-1001.dcm.png
3145,2086,Lateral,2086_IM-0717-2001.dcm.png
3146,2086,Volume,2086_ct_synthetic.h5
3147,2087,Frontal,2087_IM-0718-3001.dcm.png
3148,2087,Lateral,2087_IM-0718-1001.dcm.png
3149,2087,Volume,2087_ct_synthetic.h5
3150,2088,Frontal,2088_IM-0719-2001.dcm.png
3151,2088,Lateral,2088_IM-0719-3001.dcm.png
3152,2088,Volume,2088_ct_synthetic.h5
3153,2089,Frontal,2089_IM-0720-1001.dcm.png
3154,2089,Lateral,2089_IM-0720-2001.dcm.png
3155,2089,Volume,2089_ct_synthetic.h5
3156,2090,Frontal,2090_IM-0722-1001.dcm.png
3157,2090,Lateral,2090_IM-0722-2001.dcm.png
3158,2090,Volume,2090_ct_synthetic.h5
3159,2092,Frontal,2092_IM-0723-1001.dcm.png
3160,2092,Lateral,2092_IM-0723-2001.dcm.png
3161,2092,Volume,2092_ct_synthetic.h5
3162,2095,Frontal,2095_IM-0725-4001.dcm.png
3163,2095,Lateral,2095_IM-0725-2001.dcm.png
3164,2095,Volume,2095_ct_synthetic.h5
3165,2096,Frontal,2096_IM-0726-1001.dcm.png
3166,2096,Lateral,2096_IM-0726-2001.dcm.png
3167,2096,Volume,2096_ct_synthetic.h5
3168,2097,Frontal,2097_IM-0727-1001-0001.dcm.png
3169,2097,Lateral,2097_IM-0727-1001-0002.dcm.png
3170,2097,Volume,2097_ct_synthetic.h5
3171,2098,Frontal,2098_IM-0728-1001.dcm.png
3172,2098,Lateral,2098_IM-0728-2001.dcm.png
3173,2098,Volume,2098_ct_synthetic.h5
3174,2099,Frontal,2099_IM-0729-1001.dcm.png
3175,2099,Lateral,2099_IM-0729-1002.dcm.png
3176,2099,Volume,2099_ct_synthetic.h5
3177,2103,Frontal,2103_IM-0734-0001-0001.dcm.png
3178,2103,Lateral,2103_IM-0734-0001-0002.dcm.png
3179,2103,Volume,2103_ct_synthetic.h5
3180,2106,Frontal,2106_IM-0736-1001.dcm.png
3181,2106,Lateral,2106_IM-0736-1002.dcm.png
3182,2106,Volume,2106_ct_synthetic.h5
3183,2110,Frontal,2110_IM-0741-1001.dcm.png
3184,2110,Lateral,2110_IM-0741-2001.dcm.png
3185,2110,Volume,2110_ct_synthetic.h5
3186,2111,Frontal,2111_IM-0741-2001.dcm.png
3187,2111,Lateral,2111_IM-0741-1001.dcm.png
3188,2111,Volume,2111_ct_synthetic.h5
3189,2114,Frontal,2114_IM-0743-4004.dcm.png
3190,2114,Lateral,2114_IM-0743-1001.dcm.png
3191,2114,Volume,2114_ct_synthetic.h5
3192,2115,Frontal,2115_IM-0744-1001.dcm.png
3193,2115,Lateral,2115_IM-0744-2001.dcm.png
3194,2115,Volume,2115_ct_synthetic.h5
3195,2119,Frontal,2119_IM-0746-1001.dcm.png
3196,2119,Lateral,2119_IM-0746-2001.dcm.png
3197,2119,Volume,2119_ct_synthetic.h5
3198,2120,Frontal,2120_IM-0747-1001.dcm.png
3199,2120,Lateral,2120_IM-0747-1002.dcm.png
3200,2120,Volume,2120_ct_synthetic.h5
3201,2123,Frontal,2123_IM-0748-1001.dcm.png
3202,2123,Lateral,2123_IM-0748-2001.dcm.png
3203,2123,Volume,2123_ct_synthetic.h5
3204,2125,Frontal,2125_IM-0749-2001.dcm.png
3205,2125,Lateral,2125_IM-0749-1001.dcm.png
3206,2125,Volume,2125_ct_synthetic.h5
3207,2126,Frontal,2126_IM-0750-12012.dcm.png
3208,2126,Lateral,2126_IM-0750-3003.dcm.png
3209,2126,Volume,2126_ct_synthetic.h5
3210,2127,Frontal,2127_IM-0751-1001.dcm.png
3211,2127,Lateral,2127_IM-0751-2001.dcm.png
3212,2127,Volume,2127_ct_synthetic.h5
3213,2128,Frontal,2128_IM-0752-1001.dcm.png
3214,2128,Lateral,2128_IM-0752-3003.dcm.png
3215,2128,Volume,2128_ct_synthetic.h5
3216,2129,Frontal,2129_IM-0753-1001.dcm.png
3217,2129,Lateral,2129_IM-0753-2001.dcm.png
3218,2129,Volume,2129_ct_synthetic.h5
3219,2130,Frontal,2130_IM-0755-1001.dcm.png
3220,2130,Lateral,2130_IM-0755-2001.dcm.png
3221,2130,Volume,2130_ct_synthetic.h5
3222,2131,Frontal,2131_IM-0755-1001.dcm.png
3223,2131,Lateral,2131_IM-0755-2001.dcm.png
3224,2131,Volume,2131_ct_synthetic.h5
3225,2135,Frontal,2135_IM-0757-1001.dcm.png
3226,2135,Lateral,2135_IM-0757-3003.dcm.png
3227,2135,Volume,2135_ct_synthetic.h5
3228,2136,Frontal,2136_IM-0758-3001.dcm.png
3229,2136,Lateral,2136_IM-0758-2001.dcm.png
3230,2136,Volume,2136_ct_synthetic.h5
3231,2143,Frontal,2143_IM-0765-1001.dcm.png
3232,2143,Lateral,2143_IM-0765-2001.dcm.png
3233,2143,Volume,2143_ct_synthetic.h5
3234,2145,Frontal,2145_IM-0766-1001.dcm.png
3235,2145,Lateral,2145_IM-0766-2001.dcm.png
3236,2145,Volume,2145_ct_synthetic.h5
3237,2146,Frontal,2146_IM-0766-13013.dcm.png
3238,2146,Lateral,2146_IM-0766-3003.dcm.png
3239,2146,Volume,2146_ct_synthetic.h5
3240,2148,Frontal,2148_IM-0767-3001.dcm.png
3241,2148,Lateral,2148_IM-0767-2001.dcm.png
3242,2148,Volume,2148_ct_synthetic.h5
3243,2150,Frontal,2150_IM-0770-1001.dcm.png
3244,2150,Lateral,2150_IM-0770-2001.dcm.png
3245,2150,Volume,2150_ct_synthetic.h5
3246,2151,Frontal,2151_IM-0771-1001.dcm.png
3247,2151,Lateral,2151_IM-0771-2001.dcm.png
3248,2151,Volume,2151_ct_synthetic.h5
3249,2152,Frontal,2152_IM-0772-1001.dcm.png
3250,2152,Lateral,2152_IM-0772-2001.dcm.png
3251,2152,Volume,2152_ct_synthetic.h5
3252,2156,Frontal,2156_IM-0775-1001.dcm.png
3253,2156,Lateral,2156_IM-0775-2001.dcm.png
3254,2156,Volume,2156_ct_synthetic.h5
3255,2157,Frontal,2157_IM-0775-1001.dcm.png
3256,2157,Lateral,2157_IM-0775-2001.dcm.png
3257,2157,Volume,2157_ct_synthetic.h5
3258,2158,Frontal,2158_IM-0776-1001.dcm.png
3259,2158,Lateral,2158_IM-0776-1002.dcm.png
3260,2158,Volume,2158_ct_synthetic.h5
3261,2159,Frontal,2159_IM-0776-1001.dcm.png
3262,2159,Lateral,2159_IM-0776-2001.dcm.png
3263,2159,Volume,2159_ct_synthetic.h5
3264,2160,Frontal,2160_IM-0778-1001.dcm.png
3265,2160,Lateral,2160_IM-0778-2001.dcm.png
3266,2160,Volume,2160_ct_synthetic.h5
3267,2161,Frontal,2161_IM-0779-1001.dcm.png
3268,2161,Lateral,2161_IM-0779-2001.dcm.png
3269,2161,Volume,2161_ct_synthetic.h5
3270,2163,Frontal,2163_IM-0779-1001.dcm.png
3271,2163,Lateral,2163_IM-0779-2001.dcm.png
3272,2163,Volume,2163_ct_synthetic.h5
3273,2165,Frontal,2165_IM-0781-0001-0001.dcm.png
3274,2165,Lateral,2165_IM-0781-0001-0002.dcm.png
3275,2165,Volume,2165_ct_synthetic.h5
3276,2167,Frontal,2167_IM-0783-1001.dcm.png
3277,2167,Lateral,2167_IM-0783-2001.dcm.png
3278,2167,Volume,2167_ct_synthetic.h5
3279,2169,Frontal,2169_IM-0785-0001-0002.dcm.png
3280,2169,Lateral,2169_IM-0785-0001-0001.dcm.png
3281,2169,Volume,2169_ct_synthetic.h5
3282,2170,Frontal,2170_IM-0786-1001.dcm.png
3283,2170,Lateral,2170_IM-0786-2001.dcm.png
3284,2170,Volume,2170_ct_synthetic.h5
3285,2172,Frontal,2172_IM-0786-1001.dcm.png
3286,2172,Lateral,2172_IM-0786-2001.dcm.png
3287,2172,Volume,2172_ct_synthetic.h5
3288,2174,Frontal,2174_IM-0787-1001.dcm.png
3289,2174,Lateral,2174_IM-0787-2001.dcm.png
3290,2174,Volume,2174_ct_synthetic.h5
3291,2176,Frontal,2176_IM-0789-1001.dcm.png
3292,2176,Lateral,2176_IM-0789-2001.dcm.png
3293,2176,Volume,2176_ct_synthetic.h5
3294,2177,Frontal,2177_IM-0789-4001.dcm.png
3295,2177,Lateral,2177_IM-0789-2001.dcm.png
3296,2177,Volume,2177_ct_synthetic.h5
3297,2180,Frontal,2180_IM-0793-1001.dcm.png
3298,2180,Lateral,2180_IM-0793-2001.dcm.png
3299,2180,Volume,2180_ct_synthetic.h5
3300,2183,Frontal,2183_IM-0794-1001.dcm.png
3301,2183,Lateral,2183_IM-0794-2001.dcm.png
3302,2183,Volume,2183_ct_synthetic.h5
3303,2184,Frontal,2184_IM-0795-1001.dcm.png
3304,2184,Lateral,2184_IM-0795-2001.dcm.png
3305,2184,Volume,2184_ct_synthetic.h5
3306,2185,Frontal,2185_IM-0795-1001.dcm.png
3307,2185,Lateral,2185_IM-0795-2001.dcm.png
3308,2185,Volume,2185_ct_synthetic.h5
3309,2188,Frontal,2188_IM-0798-2002.dcm.png
3310,2188,Lateral,2188_IM-0798-3003.dcm.png
3311,2188,Volume,2188_ct_synthetic.h5
3312,2189,Frontal,2189_IM-0798-1001.dcm.png
3313,2189,Lateral,2189_IM-0798-2001.dcm.png
3314,2189,Volume,2189_ct_synthetic.h5
3315,2194,Frontal,2194_IM-0804-10001.dcm.png
3316,2194,Lateral,2194_IM-0804-2001.dcm.png
3317,2194,Volume,2194_ct_synthetic.h5
3318,2197,Frontal,2197_IM-0807-1001.dcm.png
3319,2197,Lateral,2197_IM-0807-2001.dcm.png
3320,2197,Volume,2197_ct_synthetic.h5
3321,2198,Frontal,2198_IM-0808-1001.dcm.png
3322,2198,Lateral,2198_IM-0808-2001.dcm.png
3323,2198,Volume,2198_ct_synthetic.h5
3324,2200,Frontal,2200_IM-0811-1001.dcm.png
3325,2200,Lateral,2200_IM-0811-2001.dcm.png
3326,2200,Volume,2200_ct_synthetic.h5
3327,2202,Frontal,2202_IM-0811-1001.dcm.png
3328,2202,Lateral,2202_IM-0811-1002.dcm.png
3329,2202,Volume,2202_ct_synthetic.h5
3330,2206,Frontal,2206_IM-0815-2001.dcm.png
3331,2206,Lateral,2206_IM-0815-1001.dcm.png
3332,2206,Volume,2206_ct_synthetic.h5
3333,2207,Frontal,2207_IM-0815-1001.dcm.png
3334,2207,Lateral,2207_IM-0815-2001.dcm.png
3335,2207,Volume,2207_ct_synthetic.h5
3336,2209,Frontal,2209_IM-0816-1001.dcm.png
3337,2209,Lateral,2209_IM-0816-2001.dcm.png
3338,2209,Volume,2209_ct_synthetic.h5
3339,2210,Frontal,2210_IM-0817-1001.dcm.png
3340,2210,Lateral,2210_IM-0817-2001.dcm.png
3341,2210,Volume,2210_ct_synthetic.h5
3342,2212,Frontal,2212_IM-0819-1001.dcm.png
3343,2212,Lateral,2212_IM-0819-2001.dcm.png
3344,2212,Volume,2212_ct_synthetic.h5
3345,2213,Frontal,2213_IM-0819-1001.dcm.png
3346,2213,Lateral,2213_IM-0819-3001.dcm.png
3347,2213,Volume,2213_ct_synthetic.h5
3348,2215,Frontal,2215_IM-0820-1001.dcm.png
3349,2215,Lateral,2215_IM-0820-2001.dcm.png
3350,2215,Volume,2215_ct_synthetic.h5
3351,2218,Frontal,2218_IM-0823-2001.dcm.png
3352,2218,Lateral,2218_IM-0823-1001.dcm.png
3353,2218,Volume,2218_ct_synthetic.h5
